chunk_id,text,wiki_id,chunk_length,repair_type,contains_warning
"iMac_Intel_21.5""_Retina_4K_Display_Replacement_2","## Step 2
Starting on the left of the display, near the power button, insert the iMac Opening Tool into the gap between the glass panel and the rear enclosure.
The hub on the iMac Opening Tool will keep you from pushing the wheel in too far. If using a different tool, insert no more than 3/8"" into the display. Otherwise, you risk severing antenna cables and causing serious damage.


## Step 3
Use the tool like a pizza cutter—roll it along through the gap, and it will cut the foam adhesive through the center.
Be sure to always push with the handle behind the cutting wheel. If you pull, the wheel might get pulled out of the handle.
Run the tool up along the left side of the display.


## Step 4
Continue running the tool up around the top left corner.


## Step 5
Cut the adhesive along the top left of the display.


## Step 6
Continue along the top of the display.
You may want to run the tool back and forth through what you've already cut a few times, to ensure you get as much of the adhesive separated as possible.


## Step 7
Push the tool around the top right corner of the display.


## Step 8
Wheel the tool down along the right side of the display.","iMac_Intel_21.5""_Retina_4K_Display_Replacement",268,battery,False
"iMac_Intel_21.5""_EMC_2544_RAM_Replacement_9","## Step 2
Remove the left and right hard drive brackets from the iMac.


## Step 1
The next few steps bring your hands close to the exposed face of the power supply. '''Do not''' touch the face of the power supply to avoid a high voltage shock from the many large capacitors attached to the board.
Use the tip of a spudger to push each side of the power button cable connector and gently ""walk"" it out of its socket.


## Step 2
Gently push upward on each side of the power supply control cable connector with the tip of a spudger to gently ""walk"" it out of its socket.


## Step 3
Remove the two 7.2 mm T10 screws securing the power supply to the rear enclosure.


## Step 4
When working on the power supply, '''be very careful''' not to touch the capacitor leads or any exposed solder joints on the back of the power supply. Only handle the board by the edges.
Tilt the power supply forward.


## Step 5
Pull the power supply slightly up and out from the rear enclosure.
Rotate the power supply counterclockwise, lifting the right side up about an inch higher than the left.","iMac_Intel_21.5""_EMC_2544_RAM_Replacement",257,battery,True
"MacBook_Pro_15""_Core_Duo_Model_A1150_Hard_Drive_Replacement_0","# MacBook Pro 15"" Core Duo Model A1150 Hard Drive Replacement
[video|http://www.youtube.com/watch?v=K_qQrL2SGrI&feature=relmfu]

You can install hard drives up to 9.5mm thick.


###Tools Required:

 - Phillips #00 Screwdriver

 - Spudger

 - T6 Torx Screwdriver


###Parts Required:

 - MacBook and MacBook Pro (Non-Retina) SSD Upgrade Kit

 - 250 GB SSD

 - 500 GB SSD

 - Crucial MX500 1 TB SSD

 - 500 GB SSD Hybrid 2.5"" Hard Drive

 - 500 GB 5400 RPM 2.5"" Hard Drive

 - 1 TB 5400 RPM 2.5"" Hard Drive

 - MacBook Pro 15"" (Model A1150) Hard Drive Bracket

 - Universal Drive Adapter


## Step 1
Use your fingers to push both battery release tabs away from the battery, and lift the battery out of the computer.


## Step 1
Remove the three identical Phillips screws from the memory door.
Make sure to record which sets of screws came from where. This will help when re-assembling.


## Step 2
Lift the memory door up enough to get a grip on it, and slide it toward you, pulling it away from the casing.","MacBook_Pro_15""_Core_Duo_Model_A1150_Hard_Drive_Replacement",282,battery,False
Retina_MacBook_2017_Battery_Replacement_1,"***Note***: The solvent used to dissolve the battery adhesive can damage and/or discolor certain plastics. Take care where you apply the solvent.


###Tools Required:

 - Phillips #00 Screwdriver

 - P5 Pentalobe Screwdriver Retina MacBook Pro and Air

 - Spudger

 - Tweezers

 - Battery Blocker

 - T5 Torx Screwdriver

 - Plastic Cards

 - iFixit Adhesive Remover

 - Scissors


###Parts Required:

 - MacBook 12"" Retina (Early 2016-2017) Battery

 - Tesa 61395 Double-Sided Tape",Retina_MacBook_2017_Battery_Replacement,129,battery,False
Power_Macintosh_G3_Minitower_Battery_Replacement_0,"# Power Macintosh G3 Minitower Battery Replacement



###Tools Required:

 - Phillips #1 Screwdriver


###Parts Required:

 - None


## Side Access Panel
Press the green release button on top of the side access panel.
Pull off the side access panel to get inside the computer.
When putting the side access panel back on, make sure that the bottom of the panel lines up with the rail on the bottom, and that the chassis is locked with the green latches.


## Opening the Chassis
Lay the computer on its side, ensuring that where the side access panel was is facing up.


## Step 2
Unlock the top chassis by moving the two green locking latches upward and outward.
Using the handle, gently swing the top chassis up and out until it rests firmly on the work surface.


## I/O Card
Remove the screw at the back of the computer holding the I/O card in place.


## Step 2
Remove the two screws inside the computer securing the I/O card to the metal chassis.
Gently lift up the I/O card to remove it from the computer.",Power_Macintosh_G3_Minitower_Battery_Replacement,227,battery,False
"iMac_Intel_21.5""_EMC_2805_Display_Replacement_2","## Step 2
Starting on the left of the display, near the power button, insert the iMac Opening Tool into the gap between the glass panel and the rear enclosure.
The hub on the iMac Opening Tool will keep you from pushing the wheel in too far. If using a different tool, insert no more than 3/8"" into the display. Otherwise, you risk severing antenna cables and causing serious damage.


## Step 3
Use the tool like a pizza cutter—roll it along through the gap, and it will cut the foam adhesive through the center.
Be sure to always push with the handle behind the cutting wheel. If you pull, the wheel might get pulled out of the handle.
Run the tool up along the left side of the display.


## Step 4
Continue running the tool up around the top left corner.


## Step 5
Cut the adhesive along the top left of the display.


## Step 6
Continue along the top of the display.
You may want to run the tool back and forth through what you've already cut a few times, to ensure you get as much of the adhesive separated as possible.


## Step 7
Push the tool around the top right corner of the display.


## Step 8
Wheel the tool down along the right side of the display.","iMac_Intel_21.5""_EMC_2805_Display_Replacement",268,battery,False
"iMac_Intel_21.5""_EMC_2889_Blade_SSD_Replacement_1","## Step 1
With the hinge free to move, the iMac will be unbalanced and hard to work on. Repairs are fast and easy with an [product|IF145-224|iMac service wedge|new_window=true], but can be completed without one.
If you are using the [https://www.ifixit.com/Store/Tools/iMac-Intel-21-5-Inch-Cardboard-Service-Wedge/IF145-470?o=1|iFixit cardboard service wedge], follow [https://www.ifixit.com/Guide/How+to+Assemble+the+iMac+Cardboard+Service+Wedge/136068|these assembly directions] to put it together.
'''Before beginning any work on your iMac:''' Unplug the computer and press and hold the power button for ten seconds to discharge the power supply's capacitors.
'''Be very careful''' not to touch the capacitor leads or any exposed solder joints on the back of the power supply. Only handle the board by the edges.","iMac_Intel_21.5""_EMC_2889_Blade_SSD_Replacement",247,battery,True
How_to_repair_a_frayed_Apple_AC_Adapter_Wire_0,"# How to repair a frayed Apple AC Adapter Wire
Over time, the wire coating of an Apple MagSafe Power Adapter may deteriorate leaving the wires exposed and possibly subject to electrical shorts. By covering the exposed wires with heat shrink you can protect the power adapter and yourself while continuing to use it to charge your computer.


###Tools Required:

 - Heat Gun

 - Scissors


###Parts Required:

 - Moisture-Seal Heat-Shrink Tubing

 - Vinyl electrical tape


## Step 1
Locate the damaged or exposed area on the adaptor wire.
Move the cable organizer clip away from the damaged or exposed area.


## Step 2
Measure the approximate length of heat shrink needed to throughly cover all nearby damage with a single piece of heat shrink.
The length of the heat shrink should be longer than the actual length of the damaged or exposed wire.
Use 3/8""(10mm) diameter heat shrink. This size diameter is large enough to slide over the charging interface and small enough to secure itself on the wire when heated.
Cut the heat shrink to the appropriate length using scissors.


## Step 3
Slide the heat shrink over the wire until it covers all of the damaged or exposed area.",How_to_repair_a_frayed_Apple_AC_Adapter_Wire,247,battery,True
"iMac_Intel_20""_EMC_2105_and_2118_Power_On_Button_Replacement_1","## Step 5
This is he back of the button that will now just push out.  Picture #2 is with the button removed.


## Step 6
Test the button to see if it works.
After replacing the button, use something (like a low temperature soldering iron) that will melt the tops of the white plastic pegs to secure the button in place.
To reassemble your device, follow these instructions in reverse order.","iMac_Intel_20""_EMC_2105_and_2118_Power_On_Button_Replacement",90,unknown,False
"iMac_Intel_20""_EMC_2133_and_2210_RAM_Replacement_1","## Step 1
Use the tip of a spudger to pull the black plastic RAM tabs out of the memory bay.
Pull the black plastic RAM tab away from your iMac to eject the RAM chip.


## Step 2
Grab the RAM chip by its edges and pull it straight out of its slot.
If two RAM chips are installed, repeat this process for the other chip.
To reassemble your device, follow these instructions in reverse order.","iMac_Intel_20""_EMC_2133_and_2210_RAM_Replacement",95,unknown,False
"iMac_27""_2017_Blade_SSD_Replacement_1","## Install the service wedge
With the hinge free to move, the iMac will be unbalanced and hard to work on. Repairs can be completed with the iMac laying down, but are faster and easier with an [https://www.ifixit.com/Store/Tools/iMac-Intel-27-Inch-Cardboard-Service-Wedge/IF145-471?o=1|iMac service wedge|new_window=true].
If you are using the [https://www.ifixit.com/Store/Tools/iMac-Intel-27-Inch-Cardboard-Service-Wedge/IF145-471?o=1| iFixit cardboard service wedge], follow [https://www.ifixit.com/Guide/How+to+Assemble+the+iMac+Cardboard+Service+Wedge/136068|these assembly directions] to put it together.","iMac_27""_2017_Blade_SSD_Replacement",206,unknown,False
"PowerBook_G4_Aluminum_17""_1-1.67_GHz_Hard_Drive_Replacement_4","## Step 1
Your hard drive should look approximately like this.


## Step 2
Remove the two silver Phillips screws from either side of the hard drive (four screws total).


## Step 3
Disconnect the hard drive cable from the hard drive by applying even pressure on both sides while maintaining a firm grip on the drive itself.
This is a bit tricky. Try holding the drive against your body while pushing the cable away from you, or rocking the cable gently from side to side while applying even pressure, or both. If you bend the pins, do your best to straighten them, using the hard drive cable as a guide.
With the label up and the pins facing away from you, the bracket that has a longer short section goes on the left side.
If you are installing a new hard drive, we have an [guide|751|OS X install guide] to get you up and running.
To reassemble your device, follow these instructions in reverse order.","PowerBook_G4_Aluminum_17""_1-1.67_GHz_Hard_Drive_Replacement",202,unknown,True
"Installing_iMac_Intel_20""_EMC_2266_Dual_Drive_0","# Installing iMac Intel 20"" EMC 2266 Dual Drive
There are many benefits to adding a second drive to your iMac such as improved speeds, greater storage space, and less heartache when installing new software. Use this guide to install one using our optical bay drive enclosure.


###Tools Required:

 - Heavy-Duty Suction Cups (Pair)

 - Phillips #00 Screwdriver

 - Phillips #1 Screwdriver

 - Spudger

 - TR10 Torx Security Screwdriver

 - T6 Torx Screwdriver

 - TR8 Torx Security Screwdriver


###Parts Required:

 - iMac & Mac mini Dual Drive Enclosure


## Step 1
Lay your iMac front side down on a table with the lower edge facing yourself.
Loosen the single Phillips screw in the center of the access door.
This screw is captive in the access door.
Remove the access door from your iMac.","Installing_iMac_Intel_20""_EMC_2266_Dual_Drive",186,unknown,False
"MacBook_Air_15""_2023_Logic_Board_Replacement_2","## Release the snapping clips
During the next two steps you'll feel and hear [link|https://guide-images.cdn.ifixit.com/igi/xDYPyPXVaTIFOWry.full|new_window=true|six snapping clips] release. If a clip doesn't release, insert your opening pick farther and try again.
Slide the pick to the bottom right corner to release the first clip.
Slide the pick around the corner and up the right edge to release the next two clips.


## Step 4
Insert the opening pick in the original gap created with the suction handle.
Slide the opening pick to the bottom left corner and up the left edge to release the three remaining snapping clips.","MacBook_Air_15""_2023_Logic_Board_Replacement",156,unknown,False
Recognizing_&_Disconnecting_Cable_Connectors_12,"Although more rare, some larger pop-style connectors might have a built-in pull-tab for easy disconnection. Lift straight up to disconnect these.
To reconnect, align the connector carefully over its socket and press down with your fingertip—first on one of the ''short'' sides, then the other—until it clicks into place. Don't try to force the connector into place. If you're having trouble, reposition it and try again.
***Don't press down on the middle of wider connectors*** until they're fully seated. If misaligned, the connector or the pins underneath can bend or break, causing permanent damage.",Recognizing_&_Disconnecting_Cable_Connectors,149,unknown,True
Apple_Lisa_800K_Floppy_Drive_Installation_0,"# Apple Lisa 800K Floppy Drive Installation



###Tools Required:

 - None


###Parts Required:

 - Apple Lisa 800K Floppy ROM

 - Apple Lisa 800K Floppy Drive

 - Apple Lisa 800K Floppy Drive Bracket


## Remove Card Cage
Follow the [https://www.ifixit.com/Guide/Apple+Lisa+Disassembly/117991|Apple Lisa Disassembly Guide ] to remove the Lisa's real panel.
Remove the Lisa's Card Cage.


## Remove the I/O Board
Remove the Lisa's I/O Board. The I/O Board's clips are marked in red.
Release both clips holding the I/O Board.
Pull the I/O Board up to remove it.


## Remove Floppy ROM
Locate the chip labeled U2A at location 2A.
Remove the ROM chip with a chip removing tool of your choice.


## Installing the 800K ROM
Insert the 800K ROM in the empty socket from step 3.


## Reassembly
Reinstall the I/O Board.
Reinstall the Card Cage.
Reinstall the Lisa's rear panel.",Apple_Lisa_800K_Floppy_Drive_Installation,241,unknown,False
"iMac_Intel_27""_EMC_2639_Hard_Drive_Replacement_1","- TR8 Torx Security Screwdriver


###Parts Required:

 - iMac Intel 27"" (Late 2012-2019) SSD Upgrade Kit

 - OWC In-line Digital Thermal Sensor for 3rd party SATA HDD or SSD Upgrade for 27"" iMacs 2012 and later models

 - iMac Intel 27"" (2012-2019) Adhesive Strips

 - iMac Intel 21.5"" and 27"" (Late 2012-Early 2019) SSD Temperature Sensor

 - iFixit 2.5"" to 3.5"" SSD/HDD Adapter","iMac_Intel_27""_EMC_2639_Hard_Drive_Replacement",119,unknown,False
Recognizing_&_Disconnecting_Cable_Connectors_17,"## Large Sliding Connectors
Large sliding connectors work the same as smaller sliding connectors, usually sliding into the side of a socket. Typically, these connectors have multiple cables attached and are commonly used for laptop batteries.
Most of the time, these connectors will have a lip or a tab along the top that can be used to push the connector out of its socket.
If there's no clear spot to use a tool, check out [guide|25629|bundled cable connectors|stepid=64977|new_window=true].
To disconnect, use the wide end of a spudger to push on the connector tab to slide it out of its socket.
It may take a lot of force to disconnect the cable. Go slowly, and ***don't pull on the cables***.
To reconnect the cable, align the connector and use a spudger to [guide|168674|push against the tab|stepid=356120|new_window=true] to fully seat the connector back into the socket.",Recognizing_&_Disconnecting_Cable_Connectors,231,unknown,True
"iMac_Intel_20""_EMC_2266_RAM_Replacement_0","# iMac Intel 20"" EMC 2266 RAM Replacement
Use this guide to replace or upgrade your RAM chips.


###Tools Required:

 - Phillips #1 Screwdriver

 - Spudger


###Parts Required:

 - iMac Intel 20"" EMC 2266 (Early 2009) Memory Maxxer RAM Upgrade Kit

 - PC3-8500 2 GB RAM Chip

 - PC3-8500 1 GB RAM Chip

 - PC3-8500 4 GB RAM Chip


## Step 1
Lay your iMac front side down on a table with the lower edge facing yourself.
Loosen the single Phillips screw in the center of the access door.
This screw is captive in the access door.
Remove the access door from your iMac.


## Step 1
Use the sharp end of a spudger to pull the black plastic RAM tabs out of the memory bay.
Pull the black plastic RAM tab away from your iMac to eject the RAM chip.


## Step 2
Grab the RAM chip by its edges and pull it straight out of its slot.
If two RAM chips are installed, repeat this process for the other chip.
To reassemble your device, follow these instructions in reverse order.","iMac_Intel_20""_EMC_2266_RAM_Replacement",245,unknown,True
MacBook_Air_2022_(M2)_Right_Speaker_Replacement_4,"## Remove the display cable cover foam
Peel up and remove the foam pad from the lower display cable cover to reveal a hidden screw.


## Unfasten the cable covers
Use a T3 Torx driver to remove the seven 1.5 mm screws securing the three metal covers.


## Remove the cable covers
Use [product|IF145-020|tweezers] or your fingers to remove the three metal covers:
Two speaker cable covers
The display cable cover


## Disconnect the speaker cables
The right speaker will be on your ***left-hand side*** when working on the MacBook, as it's laying upside down.
Use the pointed end of a spudger to pry up and disconnect the right speaker press connector.",MacBook_Air_2022_(M2)_Right_Speaker_Replacement,161,speaker,True
"MacBook_Pro_15""_Touch_Bar_2017_Battery_Replacement_11","## Step 15
Disconnect the Touch Bar display cable by prying its connector straight up from the logic board.


## Step 16
Use a T3 Torx driver to remove the four 1.3 mm screws securing the Thunderbolt flex cable covers:
Two screws on the left
Two more on the right


## Step 17
Disconnect the left-side Thunderbolt flex cable by prying it straight up from the logic board.
Pry from the inside edge, nearest the fan.
Gently push the flex cable connector off to the side so it doesn't interfere with logic board removal.


## Step 18
Repeat to disconnect the Thunderbolt flex cable connector on the opposite side.
Carefully push the flex cable connector aside so there's clearance for the logic board to come out without snagging.


## Step 19
Disconnect the two speaker connectors by sliding the flat end of your spudger underneath each cable near its connector.
Gently twist or pry up to disconnect both speakers.


## Step 20
Peel up any tape covering the microphone cable connector socket.


## Step 21
Open the locking flap on the microphone cable's ZIF connector by prying it straight up from the logic board.","MacBook_Pro_15""_Touch_Bar_2017_Battery_Replacement",251,speaker,True
"iMac_Intel_21.5""_EMC_3068_Logic_Board_Replacement_11","## Step 2
Use a spudger to disconnect the single SATA power and data combo cable by gently prying its large plastic connector away from the hard drive.


## Step 3
Remove the hard drive assembly from the iMac.


## Step 1
Remove the 7.3 mm T8 Torx screw securing the hard drive tray to the rear enclosure.


## Step 2
Remove the hard drive tray.


## Step 1
Gently pull the left speaker cable straight out of its socket on the logic board.


## Step 2
De-route the left speaker cable by pulling it straight up out of the retaining clip in the back of the rear enclosure.


## Step 3
Similarly to the previous step, de-route the SATA and power cables by pulling the braid straight up out of the retaining clip.


## Step 4
Peel up the piece of tape connecting the left speaker connector to the SATA power and data cables.


## Step 5
Flip up the metal retaining bracket on the FaceTime camera cable connector.
Pull the FaceTime camera cable straight out of its socket on the logic board.
This is a delicate connector that can be easily damaged.","iMac_Intel_21.5""_EMC_3068_Logic_Board_Replacement",236,speaker,True
"MacBook_Pro_15""_Unibody_Early_2011_Heat_Sink_Replacement_4","## Step 7
Use the flat end of a spudger to lift the subwoofer/right speaker connector out of its socket on the logic board.
Pry up from beneath the wires.


## Step 8
Remove the two 1.5 mm ( 1.2 mm ) Phillips screws securing the keyboard/trackpad cable cover to the logic board.
Lift the cover off the logic board and set it aside.


## Step 9
Use the flat end of a spudger to pry the trackpad connector up and out of its socket on the logic board.


## Step 10
Use your fingernail to flip up the retaining flap on the keyboard ribbon cable ZIF socket.
Be sure you are prying up on the hinged retaining flap, '''not''' the socket itself.
Use the tip of a spudger to pull the keyboard ribbon cable out of its socket.


## Step 11
Use the flat end of a spudger to lift the battery indicator connector up and out of its socket on the logic board.","MacBook_Pro_15""_Unibody_Early_2011_Heat_Sink_Replacement",214,speaker,False
"iMac_Intel_21.5""_EMC_2544_CPU_Replacement_11","## Step 10
Remove the power supply from the iMac.


## Step 1
Gently pull the fan cable connector straight away from its socket on the logic board.


## Step 2
Remove the three 12.3 mm T10 shoulder screws securing the fan to the rear enclosure.


## Step 3
Remove the fan from the iMac.


## Step 1
Lift the hard drive from the edge nearest the logic board and pull it slightly out of its recess.
The hard drive is attached by two cables, do not attempt to fully remove it from the iMac.


## Step 2
Disconnect the SATA power cable.


## Step 3
Unplug the SATA data cable from the hard drive.


## Step 4
Remove the hard drive from the iMac.


## Step 1
Remove the single 7.2 mm T10 screw securing the hard drive tray to the rear enclosure.


## Step 2
Remove the hard drive tray from the rear enclosure.


## Step 1
Push on each side of the left speaker cable connector with the tip of a spudger and gently ""walk"" it out of its socket.","iMac_Intel_21.5""_EMC_2544_CPU_Replacement",230,speaker,True
"iBook_G3_14""_Hard_Drive_Replacement_7","## Step 3
Peel back the black tape to free the microphone cable from the hard drive.


## Step 4
Lift the hard drive out of the computer and turn the hard drive over. Use the transparent orange loop to disconnect the hard drive ribbon cable from the hard drive.
This is a bit tricky. Try rocking the cable gently from side to side while applying even pressure. If you bend the pins, do your best to straighten them, using the hard drive cable as a guide.


## Step 1
Remove the metal brackets from either side of the hard drive (if they're still there).
With the pins facing away from you, and the label facing up, the bracket with a tab in the middle and a metal slot on it goes on the left side of the drive; the other bracket, of course, goes on the right.


## Step 2
Remove two T8 Torx screws from either side of the hard drive (four screws total).
To reassemble your device, follow these instructions in reverse order.","iBook_G3_14""_Hard_Drive_Replacement",214,speaker,True
"iMac_Intel_27""_Retina_5K_Display_2020_Logic_Board_Replacement_10","## Step 4
Depress the tab on the DC power cable connector, then pull it straight out of its socket on the back of the logic board.
If the cable is too difficult to disconnect, you can remove the power supply board and motherboard together.


## Step 5
'''Be very careful''' not to touch the capacitor leads or any exposed solder joints on the back of the power supply. Only handle the board by the edges.
Flip the top of the power supply towards you, like opening a mailbox, to reveal the AC inlet cable connector.
Disconnect the AC inlet cable connector.


## Remove the right speaker
Remove two 9.8 mm T8 screws.


## Step 2
Gently rock the right speaker slightly to the right, to allow access to its cable's connection on the logic board.


## Step 3
Use a spudger to loosen the right speaker cable's connector from its socket on the logic board.
Pull the connector to the right to remove it from its socket.


## Step 4
Lift the speaker straight up and remove it from the iMac.


## Remove the fan
Use the tip of a spudger to disconnect the fan cable's connector from its socket on the logic board.","iMac_Intel_27""_Retina_5K_Display_2020_Logic_Board_Replacement",264,speaker,True
"iMac_Intel_21.5""_EMC_2638_Logic_Board_Replacement_8","## Step 4
Lift the right speaker straight up and remove it from the iMac.
The speaker is tightly wedged into the rear enclosure, therefore it may be helpful to tilt the speaker side to side while pulling upward.


## Step 1
Remove the following screws securing the hard drive bracket to the rear enclosure:
Two 21 mm T10 Torx screws from the left-hand hard drive bracket.
One 9 mm T10 Torx screw.
One 27 mm T10 Torx screw.


## Step 2
Remove the left and right hard drive brackets from the iMac.


## Step 1
The next few steps bring your hands close to the exposed face of the power supply. '''Do not''' touch the face of the power supply or any of the exposed solder. Touching it risks a high voltage shock from the many large capacitors attached to the board.
Use the tip of a spudger to push each side of the power button cable connector and gently ''walk'' it out of its socket.


## Step 2
Use the tip of a spudger to push each side of the power supply control cable connector and gently ''walk'' it out of its socket.","iMac_Intel_21.5""_EMC_2638_Logic_Board_Replacement",249,speaker,False
"MacBook_Pro_15""_Retina_Display_Mid_2014_MagSafe_DC-In_Board_Replacement_8","## Step 2
Peel back the tape covering the top of the keyboard ribbon cable connector.
Use the flat end of a spudger to flip up the retaining flap on the keyboard ribbon cable [link|https://www.ifixit.com/Guide/Recognizing+&+Disconnecting+Cable+Connectors/25629|new_window=true| ZIF socket].
Be sure you are prying up on the hinged retaining flap, '''not''' the socket itself.
Use the flat end of a spudger to push the keyboard ribbon cable out of its socket.


## Step 3
Use the flat end of a spudger to pry the trackpad ribbon cable connector up out of its socket.


## Step 4
Use the flat end of a spudger to pry the keyboard backlight connector up from its socket on the logic board.


## Step 5
Use the tip of a spudger or your fingernail to flip up the retaining flap on the microphone ribbon cable ZIF socket.
Be sure you are prying up on the hinged retaining flap, '''not''' the socket itself.
Pull the microphone ribbon cable out of its socket.","MacBook_Pro_15""_Retina_Display_Mid_2014_MagSafe_DC-In_Board_Replacement",251,speaker,True
"MacBook_Pro_13""_Unibody_Mid_2009_LCD_Replacement_1","## Step 1
Use the flat end of a spudger to pry the subwoofer/right speaker cable connector up off its socket on the logic board.
Be very careful to pry under the connector as shown, and not under the socket itself. Otherwise you may accidentally separate the socket from the logic board.","MacBook_Pro_13""_Unibody_Mid_2009_LCD_Replacement",66,speaker,True
"iMac_Intel_20""_EMC_2133_and_2210_Video_Card_Replacement_4","## Step 5
With the display panel still lifted, disconnect the four inverter cables.
During reinstallation, place the four inverter cable connectors in voids between components attached to the rear panel so the display panel will sit flush.
During reassembly, the order of the inverter cables is interchangeable within each socket.
If you are replacing a hard drive and have an extra set of hands, it is possible to reach in and remove the drive without disconnecting anything but the LCD temp and display connector in the previous step with the LCD in its propped position.


## Step 1
Disconnect the left speaker cable connector from the audio board by pulling it straight away from its socket.
Pull the connector parallel to the face of the logic board.


## Step 2
De-route the left speaker cable from the channel in the CPU fan. Continue completely de-routing the cable through the undersides of the IR board and heat sink.


## Step 3
Disconnect the ambient temperature sensor cable by pulling its connector straight up off the logic board.


## Step 4
If necessary, de-route the ambient temperature sensor cable from under the power button cables.","iMac_Intel_20""_EMC_2133_and_2210_Video_Card_Replacement",246,speaker,True
Apple_Cinema_Display_M8149_LCD_Control_Board_Replacement_0,"# Apple Cinema Display M8149 LCD Control Board Replacement
This guide will provide the steps for replacing the control board in an Apple Cinema Display M8149 LCD and switch on the main circuit board. Old Apple products can often wear down over time, making this a necessary fix for many users.

Warning: Due to the age of this device, it is advised that you be very careful with the internal and stray parts.


###Tools Required:

 - 4 mm Hex Key

 - Phillips #2 Screwdriver


###Parts Required:

 - None


## Step 1
Before starting, make sure the display is unplugged.
Place the Cinema Display so that it is lying on its face and the feet are pointed away from you.
Remove the three screws (9.52 x 4.43mm) that connect the back foot to the hinge using the Hex Key.
Remove the back foot from the hinge mount by grabbing the foot and pulling upwards.


## Step 2
Remove the eighteen  (5.25 x 4.43 mm) screws around the edge of the backplate using the Hex key.
Disconnect the small white connector leading to the display's Power button.
Gently lift the backplate off of the display. Completely remove the backplate and set it aside.",Apple_Cinema_Display_M8149_LCD_Control_Board_Replacement,267,keyboard,True
"PowerBook_G4_Aluminum_12""_1-1.5_GHz_Keyboard_Replacement_0","# PowerBook G4 Aluminum 12"" 1-1.5 GHz Keyboard Replacement
This guide shows the hidden screws you must remove when replacing the keyboard.


###Tools Required:

 - Coin

 - Phillips #00 Screwdriver


###Parts Required:

 - G4 Aluminum 12"" Keyboard


## Step 1
Use a coin to turn the battery locking screw 90 degrees to the right.
Lift the battery out of the computer.


## Step 1
Remove the four Phillips screws from the memory door.
Slide the memory door away from the memory compartment.


## Step 2
Remove the long black Phillips screw next to the memory card.
Remove the small EMI finger beneath the black screw.


## Step 1
On the keyboard, remove the F1, F2, F11, and F12 keys.
This is scary - take a deep breath before continuing. Place your index finger under the upper left corner of the key and lift up until you hear a click. Then, transfer your finger to the left edge of the key and lift up to pull the key off.
You're freeing the two tabs on the left of the key from the two small holes in the plastic scissors mechanism.
When replacing the keys in the keyboard, place the key directly over the slot where it will go and press down until you hear the key click into place.","PowerBook_G4_Aluminum_12""_1-1.5_GHz_Keyboard_Replacement",271,keyboard,False
MacBook_Air_&_MacBook_Pro_(Newer_than_2019)_Sticky_Key_Fix_1,"## Step 1
Unplug and shut down your laptop.


## Step 2
Dip a cotton swab into high-concentration isopropyl alcohol and clean the surface/surroundings of the keycap.


## Step 3
Use a toothpick to gently remove crumbs or debris stuck in the gap between the keyboard metal and keycaps.


## Step 4
Gently use the toothpick to pry up sticky key(s) from the bottom of the keycaps.


## Step 5
Remove the 2 plastic key carrier parts using tweezers.
Use tweezers to grab one side of the tip (circled in orange) of the carrier parts and pull it out. Do the same thing on the other side of the tip.


## Step 6
Use cotton swabs with damp with high-concentration isopropyl alcohol to clean the part underneath the key carriers.


## Step 7
Put dish soap and warm water in a cup and soak the 2 key carriers in the cup for 10 min.
Stirring may help.


## Step 8
Let the carrier parts dry on a tissue paper.
Use The ''Super Lube LightWeight Synthetic Oil'' to lube the 2 carriers before assembling them, especially the parts that contact with other parts.",MacBook_Air_&_MacBook_Pro_(Newer_than_2019)_Sticky_Key_Fix,261,keyboard,False
PowerBook_3400_M3553_Keyboard_Replacement_0,"# PowerBook 3400 M3553 Keyboard Replacement
Use this guide to remove and replace the keyboard on your PowerBook 3400 M3553.

Keyboard mishaps can be frustrating, halt productivity, and decrease the usefulness of your device. Whether the keys stop working, there is external damage, or any other issue, removing the keyboard is the first step to repairing your device. Once removed, the keyboard can be cleaned or replaced depending on the extent of the damage.

Before attempting any repairs to your PowerBook, make sure that the device is turned off, disconnected to any power source, and your data is properly backed up.


###Tools Required:

 - Spudger

 - TR8 Torx Security Screwdriver


###Parts Required:

 - None


## Step 1
Close the screen and turn the PowerBook over, orienting the computer upside down, using the label to guide you.


## Step 2
Hold the button on the front left side and slide the battery out.


## Step 1
With a Torx T8 screwdriver, remove the three Torx 24mm screws along the center of the back panel.",PowerBook_3400_M3553_Keyboard_Replacement,233,keyboard,True
"MacBook_Pro_13""_Retina_Display_Late_2013_Trackpad_Replacement_1","- Plastic Cards

 - T5 Torx Screwdriver

 - Tweezers

 - iFixit Opening Tool


###Parts Required:

 - MacBook Pro 13"" Retina (Late 2013-Mid 2014) Battery

 - MacBook Pro 13"" Retina (Late 2013-Mid 2014) Trackpad

 - MacBook Pro 13"" Retina (Late 2013-Mid 2014) Trackpad Cable","MacBook_Pro_13""_Retina_Display_Late_2013_Trackpad_Replacement",80,keyboard,False
